id,Name,Height(m),Weight{kg},HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Type_1,Type_2,Is_Legendary,Is_Mythical,Egg_Group_1,Egg_Group_2,Generation,Capture_Rate,Base_Happiness,Is_Baby,Egg_Cycles,Past_Type,Is_Pseudo_Legendary,Total_Stats
859,Impidimp,0.4,5.5,45,45,30,55,40,50,Dark,Fairy,False,False,Fairy,Humanshape,Gen-8,255,50,False,20,,False,265
860,Morgrem,0.8,12.5,65,60,45,75,55,70,Dark,Fairy,False,False,Fairy,Humanshape,Gen-8,120,50,False,20,,False,370
861,Grimmsnarl,1.5,61.0,95,120,65,95,75,60,Dark,Fairy,False,False,Fairy,Humanshape,Gen-8,45,50,False,20,,False,510
862,Obstagoon,1.6,46.0,93,90,101,60,81,95,Dark,Normal,False,False,Ground,,Gen-8,45,50,False,15,,False,520
863,Perrserker,0.8,28.0,70,110,100,50,60,50,Steel,,False,False,Ground,,Gen-8,90,50,False,20,,False,440
864,Cursola,1.0,0.4,60,95,50,145,130,30,Ghost,,False,False,Water1,Water3,Gen-8,30,50,False,20,,False,510
865,Sirfetchd,0.8,117.0,62,135,95,68,82,65,Fighting,,False,False,Flying,Ground,Gen-8,45,50,False,20,,False,507
866,Mr-rime,1.5,58.2,80,85,75,110,100,70,Ice,Psychic,False,False,Humanshape,,Gen-8,45,50,False,25,,False,520
867,Runerigus,1.6,66.6,58,95,145,50,105,30,Ground,Ghost,False,False,Mineral,Indeterminate,Gen-8,90,50,False,25,,False,483
868,Milcery,0.2,0.3,45,40,40,50,61,34,Fairy,,False,False,Fairy,Indeterminate,Gen-8,200,50,False,20,,False,270
869,Alcremie,0.3,0.5,65,60,75,110,121,64,Fairy,,False,False,Fairy,Indeterminate,Gen-8,100,50,False,20,,False,495
870,Falinks,3.0,62.0,65,100,100,70,60,75,Fighting,,False,False,Fairy,Mineral,Gen-8,45,50,False,25,,False,470
871,Pincurchin,0.3,1.0,48,101,95,91,85,15,Electric,,False,False,Water1,Indeterminate,Gen-8,75,50,False,20,,False,435
872,Snom,0.3,3.8,30,25,35,45,30,20,Ice,Bug,False,False,Bug,,Gen-8,190,50,False,20,,False,185
873,Frosmoth,1.3,42.0,70,65,60,125,90,65,Ice,Bug,False,False,Bug,,Gen-8,75,50,False,20,,False,475
874,Stonjourner,2.5,520.0,100,125,135,20,20,70,Rock,,False,False,Mineral,,Gen-8,60,50,False,25,,False,470
875,Eiscue-ice,1.4,89.0,75,80,110,65,90,50,Ice,,False,False,Water1,Ground,Gen-8,60,50,False,25,,False,470
876,Indeedee-male,0.9,28.0,60,65,55,105,95,95,Psychic,Normal,False,False,Fairy,,Gen-8,30,140,False,40,,False,475
877,Morpeko-full-belly,0.3,3.0,58,95,58,70,58,97,Electric,Dark,False,False,Ground,Fairy,Gen-8,180,50,False,10,,False,436
878,Cufant,1.2,100.0,72,80,49,40,49,40,Steel,,False,False,Ground,Mineral,Gen-8,190,50,False,25,,False,330
879,Copperajah,3.0,650.0,122,130,69,80,69,30,Steel,,False,False,Ground,Mineral,Gen-8,90,50,False,25,,False,500
880,Dracozolt,1.8,190.0,90,100,90,80,70,75,Electric,Dragon,False,False,No-eggs,,Gen-8,45,50,False,35,,False,505
881,Arctozolt,2.3,150.0,90,100,90,90,80,55,Electric,Ice,False,False,No-eggs,,Gen-8,45,50,False,35,,False,505
882,Dracovish,2.3,215.0,90,90,100,70,80,75,Water,Dragon,False,False,No-eggs,,Gen-8,45,50,False,35,,False,505
883,Arctovish,2.0,175.0,90,90,100,80,90,55,Water,Ice,False,False,No-eggs,,Gen-8,45,50,False,35,,False,505
884,Duraludon,1.8,40.0,70,95,115,120,50,85,Steel,Dragon,False,False,Mineral,Dragon,Gen-8,45,50,False,30,,False,535
885,Dreepy,0.5,2.0,28,60,30,40,30,82,Dragon,Ghost,False,False,Indeterminate,Dragon,Gen-8,45,50,False,40,,False,270
886,Drakloak,1.4,11.0,68,80,50,60,50,102,Dragon,Ghost,False,False,Indeterminate,Dragon,Gen-8,45,50,False,40,,False,410
887,Dragapult,3.0,50.0,88,120,75,100,75,142,Dragon,Ghost,False,False,Indeterminate,Dragon,Gen-8,45,50,False,40,,True,600
888,Zacian,2.8,110.0,92,120,115,80,115,138,Fairy,,True,False,No-eggs,,Gen-8,10,0,False,120,,False,660
889,Zamazenta,2.9,210.0,92,120,115,80,115,138,Fighting,,True,False,No-eggs,,Gen-8,10,0,False,120,,False,660
890,Eternatus,20.0,950.0,140,85,95,145,95,130,Poison,Dragon,True,False,No-eggs,,Gen-8,255,0,False,120,,False,690
891,Kubfu,0.6,12.0,60,90,60,53,50,72,Fighting,,True,False,No-eggs,,Gen-8,3,50,False,120,,False,385
892,Urshifu-single-strike,1.9,105.0,100,130,100,63,60,97,Fighting,Dark,True,False,No-eggs,,Gen-8,3,50,False,120,,False,550
893,Zarude,1.8,70.0,105,120,105,70,95,105,Dark,Grass,False,True,No-eggs,,Gen-8,3,0,False,120,,True,600
894,Regieleki,1.2,145.0,80,100,50,100,50,200,Electric,,True,False,No-eggs,,Gen-8,3,35,False,120,,False,580
895,Regidrago,2.1,200.0,200,100,50,100,50,80,Dragon,,True,False,No-eggs,,Gen-8,3,35,False,120,,False,580
896,Glastrier,2.2,800.0,100,145,130,65,110,30,Ice,,True,False,No-eggs,,Gen-8,3,35,False,120,,False,580
897,Spectrier,2.0,44.5,100,65,60,145,80,130,Ghost,,True,False,No-eggs,,Gen-8,3,35,False,120,,False,580
898,Calyrex,1.1,7.7,100,80,80,80,80,80,Psychic,Grass,True,False,No-eggs,,Gen-8,3,100,False,120,,False,500
899,Wyrdeer,1.8,95.1,103,105,72,105,75,65,Normal,Psychic,False,False,Ground,,Gen-8,135,50,False,20,,False,525
900,Kleavor,1.8,89.0,70,135,95,45,70,85,Bug,Rock,False,False,Bug,,Gen-8,115,50,False,20,,False,500
901,Ursaluna,2.4,290.0,130,140,105,45,80,50,Ground,Normal,False,False,Ground,,Gen-8,75,50,False,20,,False,550
902,Basculegion-male,3.0,110.0,120,112,65,80,75,78,Water,Ghost,False,False,Water2,,Gen-8,135,50,False,20,,False,530
903,Sneasler,1.3,43.0,80,130,60,40,80,120,Fighting,Poison,False,False,Ground,,Gen-8,135,50,False,20,,False,510
904,Overqwil,2.5,60.5,85,115,95,65,65,85,Dark,Poison,False,False,Water2,,Gen-8,135,50,False,20,,False,510
905,Enamorus-incarnate,1.6,48.0,74,115,70,135,80,106,Fairy,Flying,True,False,No-eggs,,Gen-8,3,50,False,20,,False,580
906,Sprigatito,0.4,4.1,40,61,54,45,45,65,Grass,,False,False,Ground,Plant,Gen-9,45,50,False,20,,False,310
907,Floragato,0.9,12.2,61,80,63,60,63,83,Grass,,False,False,Ground,Plant,Gen-9,45,50,False,20,,False,410
908,Meowscarada,1.5,31.2,76,110,70,81,70,123,Grass,Dark,False,False,Ground,Plant,Gen-9,45,50,False,20,,False,530
909,Fuecoco,0.4,9.8,67,45,59,63,40,36,Fire,,False,False,Ground,,Gen-9,45,50,False,20,,False,310
910,Crocalor,1.0,30.7,81,55,78,90,58,49,Fire,,False,False,Ground,,Gen-9,45,50,False,20,,False,411
911,Skeledirge,1.6,326.5,104,75,100,110,75,66,Fire,Ghost,False,False,Ground,,Gen-9,45,50,False,20,,False,530
912,Quaxly,0.5,6.1,55,65,45,50,45,50,Water,,False,False,Flying,Water1,Gen-9,45,50,False,20,,False,310
913,Quaxwell,1.2,21.5,70,85,65,65,60,65,Water,,False,False,Flying,Water1,Gen-9,45,50,False,20,,False,410
914,Quaquaval,1.8,61.9,85,120,80,85,75,85,Water,Fighting,False,False,Flying,Water1,Gen-9,45,50,False,20,,False,530
915,Lechonk,0.5,10.2,54,45,40,35,45,35,Normal,,False,False,Ground,,Gen-9,255,50,False,15,,False,254
916,Oinkologne-male,1.0,120.0,110,100,75,59,80,65,Normal,,False,False,Ground,,Gen-9,100,50,False,15,,False,489
917,Tarountula,0.3,4.0,35,41,45,29,40,20,Bug,,False,False,Bug,,Gen-9,255,50,False,15,,False,210
918,Spidops,1.0,16.5,60,79,92,52,86,35,Bug,,False,False,Bug,,Gen-9,120,50,False,15,,False,404
919,Nymble,0.2,1.0,33,46,40,21,25,45,Bug,,False,False,Bug,,Gen-9,190,20,False,20,,False,210
920,Lokix,1.0,17.5,71,102,78,52,55,92,Bug,Dark,False,False,Bug,,Gen-9,30,0,False,20,,False,450
921,Pawmi,0.3,2.5,45,50,20,40,25,60,Electric,,False,False,Ground,,Gen-9,190,50,False,15,,False,240
922,Pawmo,0.4,6.5,60,75,40,50,40,85,Electric,Fighting,False,False,Ground,,Gen-9,80,50,False,15,,False,350
923,Pawmot,0.9,41.0,70,115,70,70,60,105,Electric,Fighting,False,False,Ground,,Gen-9,45,50,False,15,,False,490
924,Tandemaus,0.3,1.8,50,50,45,40,45,75,Normal,,False,False,Ground,Fairy,Gen-9,150,50,False,10,,False,305
925,Maushold-family-of-four,0.3,2.3,74,75,70,65,75,111,Normal,,False,False,Ground,Fairy,Gen-9,75,50,False,10,,False,470
926,Fidough,0.3,10.9,37,55,70,30,55,65,Fairy,,False,False,Ground,Mineral,Gen-9,190,50,False,20,,False,312
927,Dachsbun,0.5,14.9,57,80,115,50,80,95,Fairy,,False,False,Ground,Mineral,Gen-9,90,50,False,20,,False,477
928,Smoliv,0.3,6.5,41,35,45,58,51,30,Grass,Normal,False,False,Plant,,Gen-9,255,50,False,20,,False,260
929,Dolliv,0.6,11.9,52,53,60,78,78,33,Grass,Normal,False,False,Plant,,Gen-9,120,50,False,20,,False,354
930,Arboliva,1.4,48.2,78,69,90,125,109,39,Grass,Normal,False,False,Plant,,Gen-9,45,50,False,20,,False,510
931,Squawkabilly-green-plumage,0.6,2.4,82,96,51,45,51,92,Normal,Flying,False,False,Flying,,Gen-9,190,50,False,15,,False,417
932,Nacli,0.4,16.0,55,55,75,35,35,25,Rock,,False,False,Mineral,,Gen-9,255,50,False,20,,False,280
933,Naclstack,0.6,105.0,60,60,100,35,65,35,Rock,,False,False,Mineral,,Gen-9,120,50,False,20,,False,355
934,Garganacl,2.3,240.0,100,100,130,45,90,35,Rock,,False,False,Mineral,,Gen-9,45,50,False,20,,False,500
935,Charcadet,0.6,10.5,40,50,40,50,40,35,Fire,,False,False,Humanshape,,Gen-9,90,50,False,35,,False,255
936,Armarouge,1.5,85.0,85,60,100,125,80,75,Fire,Psychic,False,False,Humanshape,,Gen-9,25,20,False,35,,False,525
937,Ceruledge,1.6,62.0,75,125,80,60,100,85,Fire,Ghost,False,False,Humanshape,,Gen-9,25,20,False,35,,False,525
938,Tadbulb,0.3,0.4,61,31,41,59,35,45,Electric,,False,False,Water1,,Gen-9,190,50,False,20,,False,272
939,Bellibolt,1.2,113.0,109,64,91,103,83,45,Electric,,False,False,Water1,,Gen-9,50,50,False,20,,False,495
940,Wattrel,0.4,3.6,40,40,35,55,40,70,Electric,Flying,False,False,Water1,Flying,Gen-9,180,50,False,20,,False,280
941,Kilowattrel,1.4,38.6,70,70,60,105,60,125,Electric,Flying,False,False,Water1,Flying,Gen-9,90,50,False,20,,False,490
942,Maschiff,0.5,16.0,60,78,60,40,51,51,Dark,,False,False,Ground,,Gen-9,150,50,False,20,,False,340
943,Mabosstiff,1.1,61.0,80,120,90,60,70,85,Dark,,False,False,Ground,,Gen-9,75,50,False,20,,False,505
944,Shroodle,0.2,0.7,40,65,35,40,35,75,Poison,Normal,False,False,Ground,,Gen-9,190,50,False,20,,False,290
945,Grafaiai,0.7,27.2,63,95,65,80,72,110,Poison,Normal,False,False,Ground,,Gen-9,90,50,False,20,,False,485
946,Bramblin,0.6,0.6,40,65,30,45,35,60,Grass,Ghost,False,False,Plant,,Gen-9,190,50,False,20,,False,275
947,Brambleghast,1.2,6.0,55,115,70,80,70,90,Grass,Ghost,False,False,Plant,,Gen-9,45,50,False,20,,False,480
948,Toedscool,0.9,33.0,40,40,35,50,100,70,Ground,Grass,False,False,Plant,,Gen-9,190,50,False,20,,False,335
949,Toedscruel,1.9,58.0,80,70,65,80,120,100,Ground,Grass,False,False,Plant,,Gen-9,90,50,False,20,,False,515
950,Klawf,1.3,79.0,70,100,115,35,55,75,Rock,,False,False,Water3,,Gen-9,120,50,False,35,,False,450
951,Capsakid,0.3,3.0,50,62,40,62,40,50,Grass,,False,False,Plant,,Gen-9,190,50,False,20,,False,304
952,Scovillain,0.9,15.0,65,108,65,108,65,75,Grass,Fire,False,False,Plant,,Gen-9,75,50,False,20,,False,486
953,Rellor,0.2,1.0,41,50,60,31,58,30,Bug,,False,False,Bug,,Gen-9,190,50,False,20,,False,270
954,Rabsca,0.3,3.5,75,50,85,115,100,45,Bug,Psychic,False,False,Bug,,Gen-9,45,50,False,20,,False,470
955,Flittle,0.2,1.5,30,35,30,55,30,75,Psychic,,False,False,Flying,,Gen-9,120,50,False,20,,False,255
956,Espathra,1.9,90.0,95,60,60,101,60,105,Psychic,,False,False,Flying,,Gen-9,60,50,False,20,,False,481
957,Tinkatink,0.4,8.9,50,45,45,35,64,58,Fairy,Steel,False,False,Fairy,,Gen-9,190,50,False,20,,False,297
958,Tinkatuff,0.7,59.1,65,55,55,45,82,78,Fairy,Steel,False,False,Fairy,,Gen-9,90,50,False,20,,False,380
959,Tinkaton,0.7,112.8,85,75,77,70,105,94,Fairy,Steel,False,False,Fairy,,Gen-9,45,50,False,20,,False,506
960,Wiglett,1.2,1.8,10,55,25,35,25,95,Water,,False,False,Water3,,Gen-9,255,50,False,20,,False,245
961,Wugtrio,1.2,5.4,35,100,50,50,70,120,Water,,False,False,Water3,,Gen-9,50,50,False,20,,False,425
962,Bombirdier,1.5,42.9,70,103,85,60,85,82,Flying,Dark,False,False,Flying,,Gen-9,25,50,False,35,,False,485
963,Finizen,1.3,60.2,70,45,40,45,40,75,Water,,False,False,Ground,Water2,Gen-9,200,50,False,40,,False,315
964,Palafin-zero,1.3,60.2,100,70,72,53,62,100,Water,,False,False,Ground,Water2,Gen-9,45,50,False,40,,False,457
965,Varoom,1.0,35.0,45,70,63,30,45,47,Steel,Poison,False,False,Mineral,,Gen-9,190,50,False,20,,False,300
966,Revavroom,1.8,120.0,80,119,90,54,67,90,Steel,Poison,False,False,Mineral,,Gen-9,75,50,False,20,,False,500
967,Cyclizar,1.6,63.0,70,95,65,85,65,121,Dragon,Normal,False,False,Ground,,Gen-9,190,50,False,30,,False,501
968,Orthworm,2.5,310.0,70,85,145,60,55,65,Steel,,False,False,Ground,,Gen-9,25,50,False,35,,False,480
969,Glimmet,0.7,8.0,48,35,42,105,60,60,Rock,Poison,False,False,Mineral,,Gen-9,70,50,False,30,,False,350
970,Glimmora,1.5,45.0,83,55,90,130,81,86,Rock,Poison,False,False,Mineral,,Gen-9,25,50,False,30,,False,525
971,Greavard,0.6,35.0,50,61,60,30,55,34,Ghost,,False,False,Ground,,Gen-9,120,50,False,20,,False,290
972,Houndstone,2.0,15.0,72,101,100,50,97,68,Ghost,,False,False,Ground,,Gen-9,60,50,False,20,,False,488
973,Flamigo,1.6,37.0,82,115,74,75,64,90,Flying,Fighting,False,False,Flying,,Gen-9,100,50,False,20,,False,500
974,Cetoddle,1.2,45.0,108,68,45,30,40,43,Ice,,False,False,Ground,,Gen-9,150,50,False,25,,False,334
975,Cetitan,4.5,700.0,170,113,65,45,55,73,Ice,,False,False,Ground,,Gen-9,50,50,False,25,,False,521
976,Veluza,2.5,90.0,90,102,73,78,65,70,Water,Psychic,False,False,Water2,,Gen-9,100,50,False,20,,False,478
977,Dondozo,12.0,220.0,150,100,115,65,65,35,Water,,False,False,Water2,,Gen-9,25,50,False,40,,False,530
978,Tatsugiri-curly,0.3,8.0,68,50,60,120,95,82,Dragon,Water,False,False,Water2,,Gen-9,100,50,False,35,,False,475
979,Annihilape,1.2,56.0,110,115,80,50,90,90,Fighting,Ghost,False,False,Ground,,Gen-9,45,50,False,20,,False,535
980,Clodsire,1.8,223.0,130,75,60,45,100,20,Poison,Ground,False,False,Water1,Ground,Gen-9,90,50,False,20,,False,430
981,Farigiraf,3.2,160.0,120,90,70,110,70,60,Normal,Psychic,False,False,Ground,,Gen-9,45,50,False,20,,False,520
982,Dudunsparce-two-segment,3.6,39.2,125,100,80,85,75,55,Normal,,False,False,Ground,,Gen-9,45,50,False,20,,False,520
983,Kingambit,2.0,120.0,100,135,120,60,85,50,Dark,Steel,False,False,Humanshape,,Gen-9,25,50,False,20,,False,550
984,Great-tusk,2.2,320.0,115,131,131,53,53,87,Ground,Fighting,False,False,No-eggs,,Gen-9,30,0,False,50,,False,570
985,Scream-tail,1.2,8.0,115,65,99,65,115,111,Fairy,Psychic,False,False,No-eggs,,Gen-9,50,0,False,50,,False,570
986,Brute-bonnet,1.2,21.0,111,127,99,79,99,55,Grass,Dark,False,False,No-eggs,,Gen-9,50,0,False,50,,False,570
987,Flutter-mane,1.4,4.0,55,55,55,135,135,135,Ghost,Fairy,False,False,No-eggs,,Gen-9,30,0,False,50,,False,570
988,Slither-wing,3.2,92.0,85,135,79,85,105,81,Bug,Fighting,False,False,No-eggs,,Gen-9,30,0,False,50,,False,570
989,Sandy-shocks,2.3,60.0,85,81,97,121,85,101,Electric,Ground,False,False,No-eggs,,Gen-9,30,0,False,50,,False,570
990,Iron-treads,0.9,240.0,90,112,120,72,70,106,Ground,Steel,False,False,No-eggs,,Gen-9,30,0,False,50,,False,570
991,Iron-bundle,0.6,11.0,56,80,114,124,60,136,Ice,Water,False,False,No-eggs,,Gen-9,50,0,False,50,,False,570
992,Iron-hands,1.8,380.7,154,140,108,50,68,50,Fighting,Electric,False,False,No-eggs,,Gen-9,50,0,False,50,,False,570
993,Iron-jugulis,1.3,111.0,94,80,86,122,80,108,Dark,Flying,False,False,No-eggs,,Gen-9,30,0,False,50,,False,570
994,Iron-moth,1.2,36.0,80,70,60,140,110,110,Fire,Poison,False,False,No-eggs,,Gen-9,30,0,False,50,,False,570
995,Iron-thorns,1.6,303.0,100,134,110,70,84,72,Rock,Electric,False,False,No-eggs,,Gen-9,30,0,False,50,,False,570
996,Frigibax,0.5,17.0,65,75,45,35,45,55,Dragon,Ice,False,False,Dragon,Mineral,Gen-9,45,50,False,40,,False,320
997,Arctibax,0.8,30.0,90,95,66,45,65,62,Dragon,Ice,False,False,Dragon,Mineral,Gen-9,25,50,False,40,,False,423
998,Baxcalibur,2.1,210.0,115,145,92,75,86,87,Dragon,Ice,False,False,Dragon,Mineral,Gen-9,10,50,False,40,,True,600
999,Gimmighoul,0.3,5.0,45,30,70,75,70,10,Ghost,,False,False,No-eggs,,Gen-9,45,50,False,50,,False,300
1000,Gholdengo,1.2,30.0,87,60,95,133,91,84,Steel,Ghost,False,False,No-eggs,,Gen-9,45,50,False,50,,False,550
1001,Wo-chien,1.5,74.2,85,85,100,95,135,70,Dark,Grass,True,False,No-eggs,,Gen-9,6,0,False,50,,False,570
1002,Chien-pao,1.9,152.2,80,120,80,90,65,135,Dark,Ice,True,False,No-eggs,,Gen-9,6,0,False,50,,False,570
1003,Ting-lu,2.7,699.7,155,110,125,55,80,45,Dark,Ground,True,False,No-eggs,,Gen-9,6,0,False,50,,False,570
1004,Chi-yu,0.4,4.9,55,80,80,135,120,100,Dark,Fire,True,False,No-eggs,,Gen-9,6,0,False,50,,False,570
1005,Roaring-moon,2.0,380.0,105,139,71,55,101,119,Dragon,Dark,False,False,No-eggs,,Gen-9,10,0,False,50,,False,590
1006,Iron-valiant,1.4,35.0,74,130,90,120,60,116,Fairy,Fighting,False,False,No-eggs,,Gen-9,10,0,False,50,,False,590
1007,Koraidon,2.5,303.0,100,135,115,85,100,135,Fighting,Dragon,True,False,No-eggs,,Gen-9,3,0,False,50,,False,670
1008,Miraidon,3.5,240.0,100,85,100,135,115,135,Electric,Dragon,True,False,No-eggs,,Gen-9,3,0,False,50,,False,670
1009,Walking-wake,3.5,280.0,99,83,91,125,83,109,Water,Dragon,False,False,No-eggs,,Gen-9,5,0,False,50,,False,590
1010,Iron-leaves,1.5,125.0,90,130,88,70,108,104,Grass,Psychic,False,False,No-eggs,,Gen-9,5,0,False,50,,False,590
1011,Dipplin,0.4,9.7,80,80,110,95,80,40,Grass,Dragon,False,False,Plant,Dragon,Gen-9,45,50,False,20,,False,485
1012,Poltchageist,0.1,1.1,40,45,45,74,54,50,Grass,Ghost,False,False,Mineral,Indeterminate,Gen-9,120,50,False,50,,False,308
1013,Sinistcha,0.2,2.2,71,60,106,121,80,70,Grass,Ghost,False,False,Mineral,Indeterminate,Gen-9,60,50,False,50,,False,508
1014,Okidogi,1.8,92.2,88,128,115,58,86,80,Poison,Fighting,True,False,No-eggs,,Gen-9,3,0,False,50,,False,555
1015,Munkidori,1.0,12.2,88,75,66,130,90,106,Poison,Psychic,True,False,No-eggs,,Gen-9,3,0,False,50,,False,555
1016,Fezandipiti,1.4,30.1,88,91,82,70,125,99,Poison,Fairy,True,False,No-eggs,,Gen-9,3,0,False,50,,False,555
1017,Ogerpon,1.2,39.8,80,120,84,60,96,110,Grass,,True,False,No-eggs,,Gen-9,5,50,False,50,,False,550
1018,Archaludon,2.0,60.0,90,105,130,125,65,85,Steel,Dragon,False,False,Mineral,Dragon,Gen-9,10,50,False,30,,True,600
1019,Hydrapple,1.8,93.0,106,80,110,120,80,44,Grass,Dragon,False,False,Plant,Dragon,Gen-9,10,50,False,20,,False,540
1020,Gouging-fire,3.5,590.0,105,115,121,65,93,91,Fire,Dragon,False,False,No-eggs,,Gen-9,10,0,False,50,,False,590
1021,Raging-bolt,5.2,480.0,125,73,91,137,89,75,Electric,Dragon,False,False,No-eggs,,Gen-9,10,0,False,50,,False,590
1022,Iron-boulder,1.5,162.5,90,120,80,68,108,124,Rock,Psychic,False,False,No-eggs,,Gen-9,10,0,False,50,,False,590
1023,Iron-crown,1.6,156.0,90,72,100,122,108,98,Steel,Psychic,False,False,No-eggs,,Gen-9,10,0,False,50,,False,590
1024,Terapagos,0.2,6.5,90,65,85,65,85,60,Normal,,True,False,No-eggs,,Gen-9,255,50,False,5,,False,450
1025,Pecharunt,0.3,0.3,88,88,160,88,88,88,Poison,Ghost,False,True,No-eggs,,Gen-9,3,0,False,20,,True,600
